id	source	name	update	type	parent_id	parent_name	contact_email	contact_form	contact_phone	contact_fax	website	streetAddress	postOfficeBoxNumber	postalCode	addressLocality	addressCountry	latitude	longitude
165829	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165829	Cabinet du chef d'état-major de l'armée de l'air	2015-12-15	administration-centrale-ou-ministere	172066	État-major de l'armée de l'air		http://www.defense.gouv.fr/portail-defense/rubriques-complementaires/contact http://www.onac-vg.fr/fr/contact/	+33 1 45 52 43 21	+33 1 45 52 20 70 	http://www.defense.gouv.fr/air	5 bis avenue de la Porte-de-Sèvres		75509	Paris Cedex 15		48.834858	2.282248
165835	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165835	Mission Communication	2016-01-06	administration-centrale-ou-ministere	171944	Délégation générale à l'emploi et à la formation professionnelle			+33 1 44 38 38 38		http://travail-emploi.gouv.fr	14 avenue Duquesne		75350	Paris SP 07		48.83822	2.31686
165840	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165840	Cabinet du directeur général du Trésor	2015-11-10	administration-centrale-ou-ministere	171762	Direction générale du Trésor 	Tresor-communication@dgtresor.gouv.fr	http://www.economie.gouv.fr/courrier	+33 1 44 87 17 17	+33 1 53 18 36 15	http://www.tresor.economie.gouv.fr	139 rue de Bercy		75572	Paris Cedex 12			
165844	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165844	Pôle de la sécurité des infrastructures économiques, des secteurs sensibles et de la non-prolifération 	2014-10-31	administration-centrale-ou-ministere	171066	Service du Haut fonctionnaire de défense et de sécurité		http://www.economie.gouv.fr/courrier	+33 1 57 52 26 42		http://www.economie.gouv.fr	18 avenue Léon Gaumont		75977	Paris Cedex 20			
165845	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165845	Direction des ressources humaines	2016-01-22	administration-centrale-ou-ministere	171655	Secrétariat général des ministères économiques et financiers		http://www.economie.gouv.fr/courrier	+33 1 53 18 78 13	+33 1 53 18 93 22	http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 230	75572	Paris Cedex 12			
165847	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165847	Département des ressources	2015-11-10	administration-centrale-ou-ministere	172067	Direction des affaires juridiques des ministères économiques et financiers		http://www.economie.gouv.fr/courrier	+33 1 44 87 17 17	+33 1 44 97 33 99	http://www.economie.gouv.fr	Bâtiment Paris-Weiss 6, 6 rue Louise-Weiss	Télédoc 351	75703	Paris Cedex 13			
165849	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165849	Cabinet du directeur général de l'INSEE	2015-11-10	administration-centrale-ou-ministere	171839	Institut national de la statistique et des études économiques - Direction générale		http://www.insee.fr/fr/service/default.asp?page=nous-contacter/nous-contacter.htm	+33 1 41 17 50 50	+33 1 41 17 66 66	http://www.insee.fr	18 boulevard Adolphe-Pinard		75675	Paris Cedex 14			
165854	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165854	Cellule de pilotage des systèmes d'information 	2013-05-28	administration-centrale-ou-ministere	172019	Secrétariat général Éducation nationale, enseignement supérieur, recherche		http://www.education.gouv.fr/cid2559/page-contacts.html	+33 1 55 55 32 33	+33 1 55 55 39 60	http://www.education.gouv.fr	110 rue de Grenelle		75357	Paris SP 07			
165855	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165855	Département de contrôle budgétaire	2013-05-28	administration-centrale-ou-ministere	171840	Service de contrôle budgétaire et comptable ministériel Éducation nationale, enseignement supérieur et recherche		http://www.education.gouv.fr/cid2559/page-contacts.html	+33 1 55 55 13 25	+33 1 55 55 27 08	http://www.education.gouv.fr	110 rue de Grenelle		75357	Paris SP 07		48.856634	2.320797
165859	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165859	Section des rapatriés	2015-09-04	administration-centrale-ou-ministere	172132	Mission interministérielle aux rapatriés		http://www.gouvernement.fr/premier-ministre/ecrire	+33 1 40 56 60 77		http://www.rapatries.gouv.fr	14 avenue Duquesne		75350	Paris SP 07		48.850322	2.308332
165861	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165861	Département de la coordination et de l'animation des réseaux territoriaux	2015-11-09	administration-centrale-ou-ministere	172020	Direction de la recherche, des études, de l'évaluation et des statistiques			+33 1 40 56 80 68	+33 1 40 56 81 40	http://www.drees.sante.gouv.fr	14 avenue Duquesne		75350	Paris SP 07		48.838417	2.317603
165862	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165862	Bureau de l'animation et de la veille - B1	2015-11-09	administration-centrale-ou-ministere	172105	Service des droits des femmes et de l'égalité entre les femmes et les hommes			+33 1 40 56 60 00	+33 1 53 86 11 12	http://femmes.gouv.fr	14 avenue Duquesne		75350	Paris SP 07		48.83846	2.317583
165864	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165864	Mission des archives nationales	2014-06-10	administration-centrale-ou-ministere	172240	Ministère du Travail, de l'Emploi, de la Formation professionnelle et du Dialogue social			+33 1 40 56 73 25	+33 1 40 56 74 85	http://travail-emploi.gouv.fr	14 avenue Duquesne		75350	Paris SP 07			
165865	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165865	Département de contrôle budgétaire	2012-08-14	administration-centrale-ou-ministere	171657	Service de contrôle budgétaire et comptable ministériel  Travail et emploi			+33 1 44 38 35 17	+33 1 44 38 35 30	http://travail-emploi.gouv.fr 	39-43 quai André-Citroën		75902	Paris Cedex 15			
165868	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165868	Bureau des ressources humaines et des affaires financières	2014-11-05	administration-centrale-ou-ministere	171764	Direction des systèmes d'information			+33 1 44 38 36 28	+33 1 44 38 36 36	http://travail-emploi.gouv.fr	39-43 quai André-Citroën		75739	Paris Cedex 15			
165872	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165872	Bureau de la réglementation	2013-02-27	administration-centrale-ou-ministere	172119	Service central des rapatriés		http://www.gouvernement.fr/premier-ministre/ecrire	+33 5 53 69 21 00	+33 5 53 66 39 05	http://www.rapatries.gouv.fr	57 cours du 14-juillet 	BP 119	47004	Agen Cedex			
165881	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165881	Service des affaires générales et de la performance	2015-11-09	administration-centrale-ou-ministere	172160	Direction générale de l'aménagement, du logement et de la nature		http://www.developpement-durable.gouv.fr/Les-implantations-du-ministere.html	+33 1 40 81 21 22	+33 1 40 81 94 22	http://www.developpement-durable.gouv.fr			92055	Paris-La-Défense Cedex		48.893887	2.239664
165888	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165888	Sous-direction des affaires générales et de la synthèse	2015-11-09	administration-centrale-ou-ministere	172165	Direction générale de l'énergie et du climat		http://www.developpement-durable.gouv.fr/Les-implantations-du-ministere.html	+33 1 40 81 22 21
	+33 1 44 97 06 07	http://www.developpement-durable.gouv.fr			92055	Paris-La-Défense Cedex		48.893887	2.239664
165890	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165890	Inspection générale des affaires maritimes	2016-02-03	administration-centrale-ou-ministere	172222	Ministère de l'Écologie, du Développement durable et de l'Énergie	igam@developpement-durable.gouv.fr		+33 1 40 81 72 92	+33 1 40 81 72 97	http://www.igam.developpement-durable.gouv.fr	Tour Pascal B, 5 place des Degrés		92055	Paris-La-Défense Cedex		48.890049	2.236049
165891	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165891	Cabinet du secrétaire général	2016-01-04	administration-centrale-ou-ministere	171900	Secrétariat général	cab.sg@developpemnt-durable.gouv.fr	http://www.developpement-durable.gouv.fr/Les-implantations-du-ministere.html	+33 1 40 81 10 25	+33 1 40 81 73 69	http://www.developpement-durable.gouv.fr			92055	Paris-La-Défense Cedex		48.890263	2.235137
165893	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165893	Section 6 . Ressources humaines et moyens	2016-02-03	administration-centrale-ou-ministere	171069	Conseil général de l'environnement et du développement durable	contactcgedd@developpement-durable.gouv.fr	http://www.developpement-durable.gouv.fr/Les-implantations-du-ministere.html	+33 1 40 81 68 17	+33 1 40 81 68 28	http://www.cgedd.developpement-durable.gouv.fr			92055	Paris-La-Défense Cedex		48.893887	2.239664
165895	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165895	Département de contrôle budgétaire	2015-07-30	administration-centrale-ou-ministere	171842	Service de contrôle budgétaire et comptable ministériel Écologie, développement durable et logement	cbcm@developpement-durable.gouv.fr	http://contacts.application.developpement-durable.gouv.fr/contact/contacts.jsp	+33 1 40 81 67 17	+33 1 40 81 67 37	http://www.developpement-durable.gouv.fr			92055	Paris-La-Défense Cedex		48.890049	2.236049
165899	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165899	Cabinet du directeur général de l'aviation civile	2015-11-09	administration-centrale-ou-ministere	172089	Direction générale de l'aviation civile		http://www.developpement-durable.gouv.fr/Les-implantations-du-ministere.html	+33 1 58 09 43 21	+33 1 58 09 35 35	http://www.developpement-durable.gouv.fr	50 rue Henry-Farman		75720	Paris Cedex 15			
165910	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165910	Circonscription de Lille	2015-11-05	administration-centrale-ou-ministere	171070	Conseil supérieur de l'appui territorial et de l'évaluation		http://www.interieur.gouv.fr/sections/contact	+33 3 20 30 51 46	+33 3 20 30 56 86	http://www.interieur.gouv.fr	12-14 rue Jean-Sans-Peur		59039	Lille Cedex			
165911	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165911	Département du contrôle budgétaire	2015-11-05	administration-centrale-ou-ministere	171659	Service de contrôle budgétaire et comptable ministériel Intérieur et Outre-mer		http://www.interieur.gouv.fr/sections/contact	+33 1 80 15 37 20		http://www.interieur.gouv.fr	Place Beauvau		75800	Paris Cedex 08		48.830508	2.387019
165913	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165913	Cabinet du directeur général des collectivités territoriales	2015-11-05	administration-centrale-ou-ministere	172090	Direction générale des collectivités locales		http://www.interieur.gouv.fr/sections/contact	+33 1 49 27 30 80	+33 1 40 07 29 49	http://www.collectivites-locales.gouv.fr	2 place des Saussaies		75008	Paris		48.871811	2.31859
165914	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165914	Cabinet du directeur général de la police nationale	2016-02-03	administration-centrale-ou-ministere	171948	Direction générale de la police nationale		http://www.police-nationale.interieur.gouv.fr/Menu-accessibilite/Nous-contacter	+33 1 49 27 49 27	+33 1 49 27 30 63	http://www.police-nationale.interieur.gouv.fr	Place Beauvau		75800	Paris Cedex 08		48.871306	2.317399
165916	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165916	Cabinet du directeur général de la sécurité civile et de la gestion des crises	2015-11-05	administration-centrale-ou-ministere	171990	Direction générale de la sécurité civile et de la gestion des crises		http://www.interieur.gouv.fr/sections/contact	+33 1 49 27 49 27	+33 1 47 93 18 57	http://www.interieur.gouv.fr	Place Beauvau		75800	Paris Cedex 08		48.907591	2.292069
165917	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165917	Département du contrôle budgétaire	2016-01-08	administration-centrale-ou-ministere	170224	Service de contrôle budgétaire et comptable ministériel Justice		http://www.justice.gouv.fr/contact.html	+33 1 44 77 64 13	+33 1 44 77 60 52	http://www.justice.gouv.fr	13 place Vendôme		75042	Paris Cedex 01		48.84421	2.276609
165918	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165918	Cabinet du secrétaire général	2015-10-22	administration-centrale-ou-ministere	170725	Secrétariat général du ministère de la Justice		http://www.justice.gouv.fr/contact.html	+33 1 44 77 60 60	+33 1 44 77 64 32	http://www.justice.gouv.fr	13 place Vendôme		75042	Paris Cedex 01		48.867783	2.328739
165921	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165921	Pôle de l'évaluation des politiques pénales	2015-11-09	administration-centrale-ou-ministere	171529	Direction des affaires criminelles et des grâces		http://www.justice.gouv.fr/contact.html	+33 1 44 77 60 60		http://www.justice.gouv.fr	13 place Vendôme		75042	Paris Cedex 01		48.87227	2.332906
165923	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165923	Inspection des services de la protection judiciaire de la jeunesse	2015-11-09	administration-centrale-ou-ministere	171767	Direction de la protection judiciaire de la jeunesse		http://www.justice.gouv.fr/contact.html	+33 1 44 77 60 60	+33 1 44 77 70 60	http://www.justice.gouv.fr	13 place Vendôme		75042	Paris Cedex 01		48.84421	2.276609
165929	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165929	Bureau Statut général et dialogue social	2016-01-20	administration-centrale-ou-ministere	167081	Sous-direction des statuts et de l'encadrement supérieur		http://www.fonction-publique.gouv.fr/formulaires/ecrire-au-secretariat-general-dgafp	+33 1 40 04 04 04		http://www.fonction-publique.gouv.fr	139 rue de Bercy		75572	Paris Cedex 12		48.845156	2.368902
165931	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165931	Bureau Modernisation des politiques de ressources humaines et animation interministérielle et territoriale	2016-01-20	administration-centrale-ou-ministere	169466	Sous-direction de l'animation interministérielle des politiques de ressources humaines		http://www.fonction-publique.gouv.fr/formulaires/ecrire-au-secretariat-general-dgafp	+33 1 40 04 04 04		http://www.fonction-publique.gouv.fr	139 rue de Bercy		75572	Paris Cedex 12		48.845156	2.368902
165938	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165938	Bureau A1. Politique générale du personnel	2015-11-10	administration-centrale-ou-ministere	170228	Sous-direction A. Ressources humaines, relations sociales et organisation		http://www.economie.gouv.fr/courrier/5581	+33 1 40 04 04 04	+33 1 57 53 49 70	http://www.douane.gouv.fr	11 rue des Deux-Communes		93558	Montreuil Cedex			
165939	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165939	Bureau B1. Budget et programmation, affaires financières, réseau comptable	2015-11-10	administration-centrale-ou-ministere	170728	Sous-direction B. Programmation, budget et moyens		http://www.economie.gouv.fr/courrier/5581	+33 1 40 04 04 04	+33 1 57 53 49 76	http://www.douane.gouv.fr	11 rue des Deux-Communes		93558	Montreuil Cedex			
165940	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165940	Bureau C1. Études et projets du système d'information	2015-11-10	administration-centrale-ou-ministere	171072	Sous-direction C. Systèmes d'information et de télécommunication		http://www.economie.gouv.fr/courrier/5581	+33 1 40 04 04 04	+33 1 57 53 40 58	http://www.douane.gouv.fr	11 rue des Deux-Communes		93558	Montreuil Cedex			
165941	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165941	Bureau D1. Affaires juridiques et contentieuses	2015-11-10	administration-centrale-ou-ministere	171530	Sous-direction D. Affaires juridiques, contentieux, contrôle et lutte contre la fraude		http://www.economie.gouv.fr/courrier/5581	+33 1 40 04 04 04	+33 1 57 53 40 64	http://www.douane.gouv.fr	11 rue des Deux-Communes		93558	Montreuil Cedex			
165942	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165942	Délégation aux relations internationales	2016-01-27	administration-centrale-ou-ministere	171511	Direction générale des douanes et droits indirects		http://www.economie.gouv.fr/courrier/5581	+33 1 40 04 04 04	+33 1 57 53 40 67	http://www.douane.gouv.fr	11 rue des Deux-Communes		93558	Montreuil Cedex			
165943	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165943	Bureau F1. Fiscalité, transports et politiques fiscales communautaires	2015-11-10	administration-centrale-ou-ministere	171768	Sous-direction F. Droits indirects	dg-f1@douane.finances.gouv.fr	http://www.economie.gouv.fr/courrier/5581	+33 1 57 53 47 62	+33 1 57 53 48 99	http://www.douane.gouv.fr	11 rue des-Deux-Communes		93558	Montreuil Cedex			
165944	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165944	Centre d'informations statistiques	2015-11-10	administration-centrale-ou-ministere	171334	Département des statistiques et études économiques	cis@douane.finances.gouv.fr	http://www.economie.gouv.fr/courrier/5581	+33 1 40 04 04 04	+33 1 57 53 40 63	http://www.douane.gouv.fr	11 rue des Deux-Communes		93558	Montreuil Cedex			
165945	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165945	Bureau A. Coordination des projets de textes législatifs et réglementaires de nature fiscale, relations avec le Parlement...	2015-11-10	administration-centrale-ou-ministere	171531	Direction de la législation fiscale	dlf[a]dgfip.finances.gouv.fr	http://www.economie.gouv.fr/courrier	+33 1 53 18 90 17	+33 1 53 18 36 00 	http://www.impots.gouv.fr	Bâtiment Vauban, 139 rue de Bercy	Télédoc 574	75572	Paris Cedex 12			
165947	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165947	Sous-direction BP 2. Gestion du budget et de l'immobilier	2015-11-10	administration-centrale-ou-ministere	177362	Service de la stratégie et du pilotage du budget	service.spib[a]dgfip.finances.gouv.fr	http://www.economie.gouv.fr/courrier	+33 1 53 18 06 24	+33 1 53 18 03 05	http://www.impots.gouv.fr	64-70 allée de Bercy	Télédoc 832	75572	Paris Cedex 12			
165948	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165948	Sous-direction GF 1. Particuliers	2015-11-10	administration-centrale-ou-ministere	171769	Service de la gestion fiscale	sec-dg@dgfip.finances.gouv.fr	http://www.economie.gouv.fr/courrier	+33 1 53 18 11 43	+33 1 53 18 95 81	http://www.impots.gouv.fr	Bâtiment Turgot, 86-92 allée de Bercy	Télédoc 951	75572	Paris Cedex 12			
165949	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165949	Sous-direction JF 1. Contentieux des impôts des particuliers	2015-11-10	administration-centrale-ou-ministere	171846	Service juridique de la fiscalité	sec-dg[a]dgfip.finances.gouv.fr	http://www.economie.gouv.fr/courrier	+33 1 57 13 13 79	+33 1 5713 16 08	http://www.impots.gouv.fr	Bâtiment Turgot, 92 allée de Bercy		75574	Paris Cedex 12			
165955	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165955	Sous-direction CE 1. Comptabilité de l'État 	2015-11-10	administration-centrale-ou-ministere	170730	Service comptable de l'État	service.ce[à]dgfip.finances.gouv.fr	http://www.economie.gouv.fr/courrier	+33 1 53 18 84 54	+33 1 53 18 36 70	http://www.impots.gouv.fr	Bâtiment Colbert - Télédoc 330, 139 rue de Bercy	Télédoc 330	75572	Paris Cedex 12			
165963	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165963	Bureau de la politique budgétaire - 1BPB	2015-11-12	administration-centrale-ou-ministere	170232	1e Sous-direction 		http://www.economie.gouv.fr/courrier	+33 1 40 04 04 04		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 242	75572	Paris Cedex 12			
165964	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165964	Bureau de la politique salariale et de la synthèse statutaire - 2BPSS	2015-11-10	administration-centrale-ou-ministere	170732	2e Sous-direction		http://www.economie.gouv.fr/courrier	+33 1 40 04 04 04		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 246	75572	Paris Cedex 12			
165965	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165965	Bureau de l'éducation nationale - 3BEN	2015-11-25	administration-centrale-ou-ministere	171076	3e Sous-direction 		http://www.economie.gouv.fr/courrier	+33 1 40 04 04 04		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 236	75572	Paris Cedex 12			
165966	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165966	Bureau des transports - 4BT	2015-11-23	administration-centrale-ou-ministere	171337	4e Sous-direction 		http://www.economie.gouv.fr/courrier	+33 1 40 04 04 04		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 278	75572	Paris Cedex 12			
165967	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165967	Bureau de la défense et de la mémoire - 5BDM	2015-11-10	administration-centrale-ou-ministere	171533	5e Sous-direction		http://www.economie.gouv.fr/courrier	+33 1 40 04 04 04		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 247	75572	Paris Cedex 12			
165968	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165968	Bureau des comptes sociaux et de la santé - 6BCS	2015-11-10	administration-centrale-ou-ministere	171664	6e Sous-direction 		http://www.economie.gouv.fr/courrier	+33 1 40 04 04 04		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 275	75572	Paris Cedex 12			
165969	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165969	Bureau de l'agriculture - 7BA	2015-11-10	administration-centrale-ou-ministere	171771	7e Sous-direction 		http://www.economie.gouv.fr/courrier	+33 1 40 04 04 04		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 279	75572	Paris Cedex 12			
165970	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165970	Bureau de la culture, de la jeunesse et des sports - 8BCJS	2015-11-10	administration-centrale-ou-ministere	171848	8e Sous-direction		http://www.economie.gouv.fr/courrier	+33 1 53 18 71 57		http://www.economie.gouv.fr	139 rue de Bercy	Télédoc 248	75572	Paris Cedex 12			
165975	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165975	Département des statistiques, des études et de la documentation	2015-11-05	administration-centrale-ou-ministere	169436	Direction générale des étrangers en France	secretariat-general@interieur.gouv.fr		+33 1 72 71 69 50	+33 1 72 71 69 92	http://www.immigration.interieur.gouv.fr	Place Beauvau		75800	Paris Cedex 08		48.856811	2.31982
165976	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165976	Département du droit d'asile et de la protection	2015-11-05	administration-centrale-ou-ministere	169473	Direction de l'asile	secretariat-general@interieur.gouv.fr		+33 1 72 71 65 03	+33 1 72 71 65 04	http://www.immigration.interieur.gouv.fr	Place Beauvau		75800	Paris Cedex 08		48.855889	2.320579
165977	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165977	Sous-direction de l'accueil et de l'accompagnement des étrangers	2015-11-20	administration-centrale-ou-ministere	168368	Direction de l'accueil, de l'accompagnement des étrangers et de la nationalité	secretariat-general@interieur.gouv.fr		+33 1 72 71 69 50	+33 1 72 71 69 92	http://www.immigration.interieur.gouv.fr	Place Beauvau		75800	Paris Cedex 08		48.85487	2.31797
165978	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165978	Sous-direction des visas	2015-11-05	administration-centrale-ou-ministere	167093	Direction de l'immigration	secretariat-general@interieur.gouv.fr			+33 2 51 77 27 96	http://www.immigration.interieur.gouv.fr		BP 43605	44036	Nantes Cedex 01			
165995	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_165995	Bureau des ressources humaines et de l'administration générale	2015-08-07	administration-centrale-ou-ministere	171646	Direction des ressources humaines			+33 1 40 45 91 27	+33 1 40 56 84 30	http://travail-emploi.gouv.fr	14 avenue Duquesne		75350	Paris SP 07			
166001	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166001	Mission du sport de haut niveau	2015-09-04	administration-centrale-ou-ministere	167100	Institut national du sport, de l'expertise et de la performance 	communication@insep.fr	http://www.sports.gouv.fr/spip.php?page=contact	+33 1 41 74 42 33 	+33 1 41 74 44 86	http://www.insep.fr	11 avenue du Tremblay		75012	Paris		48.833921	2.45124
166005	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166005	Bureau des métiers, des diplômes et de la réglementation	2015-11-05	administration-centrale-ou-ministere	169482	Sous-direction de l'emploi et des formations		http://www.sports.gouv.fr/spip.php?page=contact	+33 1 40 45 90 06	+33 1 40 45 90 77	http://www.sports.gouv.fr	95 avenue de France		75650	Paris Cedex 13			
166006	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166006	Bureau du développement de la vie associative, du volontariat et du bénévolat	2015-11-05	administration-centrale-ou-ministere	169483	Sous-direction de la vie associative et de l'éducation populaire 	djepva.b2@jeunesse-sports.gouv.fr		+33 1 40 45 95 39	+33 1 40 45 93 72	http://www.associations.gouv.fr	95 avenue de France		75650	Paris Cedex 13			
166007	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166007	Bureau du partenariat associatif jeunesse et éducation populaire	2015-11-05	administration-centrale-ou-ministere	169483	Sous-direction de la vie associative et de l'éducation populaire 	djepva.b2@jeunesse-sports.gouv.fr		+33 1 40 45 95 04	+33 1 40 45 97 90	http://www.associations.gouv.fr	95 avenue de France		75650	Paris Cedex 13			
166009	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166009	Bureau du développement des pratiques sportives, de l'éthique sportive et des relations avec les fédérations multisports et affinitaires	2015-11-05	administration-centrale-ou-ministere	170242	Sous-direction de l'action territoriale, du développement des pratiques sportives et de l'éthique du sport		http://www.sports.gouv.fr/spip.php?page=contact	+33 1 40 45 96 95	+33 1 40 45 95 28	http://www.sports.gouv.fr	95 avenue de France		75650	Paris Cedex 13			
166010	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166010	Bureau du sport de haut niveau et des fédérations unisport	2015-11-05	administration-centrale-ou-ministere	169484	Sous-direction de la vie fédérale et du sport de haut niveau		http://www.sports.gouv.fr/spip.php?page=contact	+33 1 40 45 97 41	+33 1 40 45 97 67	http://www.sports.gouv.fr	95 avenue de France		75650	Paris Cedex 13			
166011	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166011	Mission des programmes de qualité et d'efficience	2015-11-09	administration-centrale-ou-ministere	171668	Sous-direction des études et prévisions financières			+33 1 40 56 60 00	+33 1 40 56 59 98	http://www.securite-sociale.fr	14 avenue Duquesne		75350	Paris SP 07		48.852121	2.309094
166012	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166012	Bureau 5A. Synthèse financière	2015-11-09	administration-centrale-ou-ministere	171537	Sous-direction du financement de la Sécurité sociale			+33 1 40 56 60 00	+33 1 40 56 71 32	http://www.securite-sociale.fr	14 avenue Duquesne		75350	Paris SP 07		48.852121	2.309094
166013	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166013	Bureau 4A. Gestion comptable et budgétaire des organismes de sécurité sociale	2015-11-09	administration-centrale-ou-ministere	171343	Sous-direction de la gestion et des systèmes d'information de sécurité sociale			+33 1 40 56 60 00	+33 1 40 56 43 90	http://www.securite-sociale.fr	14 avenue Duquesne		75350	Paris SP 07		48.852121	2.309094
166014	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166014	Bureau 3A. Régimes de retraite de base	2015-11-09	administration-centrale-ou-ministere	171083	Sous-direction des retraites et institutions de protection sociale complémentaire			+33 1 40 56 60 00	+33 1 40 56 79 32	http://www.securite-sociale.fr	14 avenue Duquesne		75350	Paris SP 07		48.852121	2.309094
166015	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166015	Bureau 2A. Couverture maladie universelle et prestations de santé	2015-11-09	administration-centrale-ou-ministere	170740	Sous-direction de l'accès aux soins, prestations familiales et accidents du travail			+33 1 40 56 60 00	+33 1 40 56 75 22	http://www.securite-sociale.fr	14 avenue Duquesne		75350	Paris SP 07		48.852121	2.309094
166016	http://lannuaire.service-public.fr/gouvernement/administration-centrale-ou-ministere_166016	Mission de la coordination et de la gestion du risque maladie	2015-11-09	administration-centrale-ou-ministere	170244	Sous-direction du financement du système de soins			+33 1 40 56 60 00	+33 1 40 56 75 62	http://www.securite-sociale.fr	14 avenue Duquesne		75350	Paris SP 07		48.852121	2.309094
